,text,labels
175,"In Ankara , government ministers and representatives of the poultry industry are discussing how to minimize the economic effects of the bird flu outbreak .",O B-geo O O O O O O O O O O O O O O O O O O O O O O O
176,A general laugh saluted her on the presentation of her son .,O O O O O O O O O O O O
177,"In December 2003 , the World Bank , IMF , and UNDP were forced to step in to provide emergency budgetary support in the amount of $ 107 million for 2004 , representing over 80 % of the total national budget .",O B-tim I-tim O O B-org I-org O B-org O O B-org O O O O O O O O O O O O O O O O O O B-tim O O O O O O O O O O O
178,He called on residents to use caution when consuming food and not to drink standing water .,O O O O O O O O O O O O O O O O O
179,Pakistani intelligence officials say three U.S. missile strikes have killed at least 11 suspected militants in the country 's North Wazirstan tribal region .,B-gpe O O O O B-geo O O O O O O O O O O O O O B-geo I-geo O O O
180,"They were among 119 people who disappeared while in custody in a case known as "" Operation Colombo . """,O O O O O O O O O O O O O O O O B-eve I-eve O O
181,"Meanwhile , U.S. soldiers fired warning shots outside the U.S. military headquarters at Bagram Air Base Tuesday , where several hundred Afghans gathered to demand the release of eight villagers arrested in an overnight raid .",O O B-geo O O O O O O B-geo O O O B-org I-org I-org B-tim O O O O B-gpe O O O O O O O O O O O O B-tim O
182,"U.S. Senator John Warner of the southeastern state of Virginia , a prominent Republican figure in the debate over the war in Iraq , says he will retire after finishing his term in 2009 .",B-gpe B-per I-per I-per O O O O O B-geo O O O O O O O O O O O O B-geo O O O O O O O O O O B-tim O
183,A spokesman for the alliance said Sunday the nationwide rallies will go ahead despite the king 's ban on demonstrations .,O O O O O O B-tim O O O O O O O O O O O O O O
184,"Mr. Katsav resigned shortly before his term ended in 2007 at the end of his presidential term , under a plea bargain that would have required him to admit to lesser charges of sexual misconduct .",B-per I-per O O O O O O O B-tim O O O O O O O O O O O O O O O O O O O O O O O O O O
185,"The alliance of seven opposition groups says it will boycott the vote , because it would legitimize the king 's absolute rule .",O O O O O O O O O O O O O O O O O O O O O O O
186,"Speaking to reporters Wednesday in Tehran , Kamal Kharrazi said Iran has always sought a short-term suspension of its uranium enrichment activities , but Britain , France and Germany are pressing for a permanent one .",O O O B-tim O B-geo O B-org I-org O B-org O O O O O O O O O O O O O B-gpe O B-gpe O B-gpe O O O O O O O
187,"His group "" Caliphate State "" lobbies for the creation of an Islamic government and is banned in Germany .",O O O O O O O O O O O O O O O O O O B-geo O
188,The U.S. military in Iraq says coalition forces have captured a suspected terrorist with close ties to Iran 's elite Quds force .,O B-geo O O B-geo O O O O O O O O O O O O B-geo O O O O O
189,"Until Saturday , Roddick had not lost a match in round robin play .",O B-tim O B-per O O O O O O O O O O
190,"Wednesday , Morales met with South African President Thabo Mbeki and said the meeting strengthened political ties between their countries .",B-tim O B-per O O O O B-per I-per I-per O O O O O O O O O O O
191,Police say the building had a gas cylinder storage area and an ice cream factory on the ground floor .,O O O O O O O O O O O O O O O O O O O O
192,"The 38-year-old is accused of personally taking part in the executions of Bosnian Muslim men and boys in Srebrenica , in what is considered the worst atrocity in Europe since World War Two .",O O O O O O O O O O O O B-gpe O O O O O B-geo O O O O O O O O O B-geo O O O O O
193,A lawyer for a Muslim cleric in Melbourne named Abu Bakr said his client was among those arrested early Tuesday .,O O O O B-org O O B-geo O B-per I-per O O O O O O O O B-tim O
194,The Spanish parliament approved the deployment on a vote of 311 to nothing Wednesday .,O B-gpe O O O O O O O O O O O B-tim O
195,"In Saturday 's Democratic weekly radio address , Mr. Obama said if Congress does not immediately pass an economic rescue plan , he will make it his first order of business as president .",O B-tim O O O O O O B-per I-per O O B-org O O O O O O O O O O O O O O O O O O O O O
196,"He served as treasury chief when his country entered the war in 2003 , and he made decisions about defense spending .",O O O O O O O O O O O O B-tim O O O O O O O O O
197,"In other violence Tuesday , two U.S. soldiers were killed in separate incidents .",O O O B-tim O O B-geo O O O O O O O
198,The English reached 297-for three at stumps for an overall lead of 367 runs .,O O O O O O O O O O O O O O O
199,Chun said the fisherman told investigators they wanted to go back to their homeland .,B-per O O O O O O O O O O O O O O
200,A group of radical Iranian students stormed the U.S. embassy in Tehran in November 1979 and held 52 Americans hostage for 444 days .,O O O O B-gpe O O O B-geo O O B-geo O B-tim I-tim O O O B-gpe O O B-tim O O
201,The recovery was attributable primarily to rebounding manufacturing orders and exports - increasingly outside the Euro Zone .,O O O O O O O O O O O O O O O B-org I-org O
202,"If you support the policies and character of President George W. Bush , please drive with your headlights on during the day .",O O O O O O O O B-per I-per I-per I-per O O O O O O O B-tim O B-tim O
203,"The Marines Corps has 35,000 reserve troops with time remaining on eight-year commitments made when they enlisted .",O B-org I-org O O O O O O O O B-tim O O O O O O
204,"Outmigration , primarily to New Zealand , has thinned the population from a peak of 233 in 1937 to less than 50 today .",O O O O B-geo I-geo O O O O O O O O O O O B-tim O O O O B-tim O
205,Coffee for May delivery fell a bit more than two cents to close at $ 1.224 per pound .,O O B-tim O O O O O O O O O O O O O O O O
206,No human deaths have been reported in South Korea .,O O O O O O O B-geo I-geo O
207,Human Rights Watch says some of the Egyptians were detained after they attended a meeting in support of ElBaradei on April 8 .,B-org I-org I-org O O O O B-gpe O O O O O O O O O O B-per O B-tim I-tim O
208,No cases of human infection have been reported so far in India .,O O O O O O O O O O O B-geo O
209,President Vicente Fox is not eligible to run for re-election because Mexican law allows just one six-year term .,B-per I-per I-per O O O O O O O O B-gpe O O O O O O O
210,The Afghan Defense Ministry is investigating the situation .,O B-gpe B-org I-org O O O O O
211,"Argentina alone is expected to have some 3,00,000 eligible beneficiaries .",B-geo O O O O O O O O O O
212,Two Italian aid workers were abducted in Baghdad last September and threatened with death before being released unharmed several weeks later .,O B-gpe O O O O O B-geo O B-tim O O O O O O O O B-tim O B-tim O
213,"Just hours after Thursday 's bombings , a group calling itself "" The Secret Organization of al-Qaida in Europe "" issued a statement on another Arabic language Islamist website claiming responsibility for the attacks .",O O O B-tim O O O O O O O O O O O O B-org O B-geo O O O O O O O O O O O O O O O O
214,Successful government offensives in 2009 limited the rebels ' operational capabilities .,O O O O B-tim O O O O O O O
215,U.S. exports rose 2 percent in the same month .,B-geo O O O O O O O O O
216,"They allegedly stole 20 of what are known as "" direct data capture machines "" after being unloaded at the airport Monday .",O O O O O O O O O O O O O O O O O O O O B-geo B-tim O
217,Families living there have appealed to authorities for safer housing .,O O O O O O O O O O O
218,Obama is a Democratic Party lawmaker representing the midwestern U.S. state of Illinois .,B-per O O B-org I-org O O O O B-geo O O B-geo O
219,The first EU troops are expected to arrive in Chad in December .,O O B-org O O O O O O B-geo O B-tim O
220,China 's first private airline is expected to take to the skies this year .,B-geo O O O O O O O O O O O O O O
221,"The Acropolis is a UNESCO World Heritage site that holds the ruins of several ancient Greek temples , including the famed Parthenon .",O B-org O O B-org I-org I-org O O O O O O O O B-gpe O O O O O B-geo O
222,The team will then go to the West Bank town of Ramallah and finish up its Middle East trip in Jordan on Tuesday .,O O O O O O O B-org I-org O O B-org O O O O B-geo I-geo O O B-gpe O B-tim O
223,"In a statement , the military said the bomb was detonated Monday near a military patrol near the town of Baquba .",O O O O O O O O O O O B-tim O O O O O O O O B-geo O
224,"An international donor 's conference has opened in Beijing , where world health officials hope to raise $ 1.5 billion to help stop the spread of bird flu .",O O O O O O O O B-geo O O O O O O O O O O O O O O O O O O O O
225,"Meanwhile , in the Souray district of neighboring Zabul province , one suspected Taleban rebel was killed and one was wounded by a bomb they were planting on a road used by Afghan and US forces .",O O O O B-geo O O O B-geo O O O O B-org O O O O O O O O O O O O O O O O O O B-gpe O B-org O O
226,"In Japan , government officials at the Agriculture , Forestry and Fisheries Ministry told the Kyodo news agency that they are looking into what might be an outbreak of bird flu at a farm in Miyazaki Prefecture .",O B-geo O O O O O B-org I-org I-org I-org I-org I-org O O B-org O O O O O O O O O O O O O O O O O O O B-geo I-geo O
227,"They say at least 1,000 people had gathered at the power plant to protest inadequate compensation for land that the government seized for the plant 's construction .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
228,He said the agreement would also spur energy-starved India 's economic reforms and open markets to U.S. investment in key areas from information technology and telecommunications to pharmaceuticals and insurance .,O O O O O O O O B-geo O O O O O O O B-geo O O O O O O O O O O O O O O
229,A U.S. military statement says more than 500 Iraqi soldiers and police took part in the operation .,O B-geo O O O O O O B-gpe O O O O O O O O O
230,"An analysis by the newspaper USA Today shows credit card debt grew between 2001 and early 2006 , fueled in part , by rising home equity , the value of a home minus its outstanding loans .",O O O O O B-art I-art O O O O O O B-tim I-tim O B-tim O O O O O O O O O O O O O O O O O O O O
231,"Marburg virus , similar to the deadly Ebola virus , causes high fever , vomiting , and bloody discharges .",B-nat O O O O O O B-nat O O O O O O O O O O O O
232,"When he saw them leaping about in the net upon the rock he said : "" O you most perverse creatures , when I piped you would not dance , but now that I have ceased you do so merrily . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
